track_name,artist,album,duration,listeners,playcount,artist_tags
sriracha,bbno$,,,100054,890540,"rap, Hip-Hop, hip hop"
Criminal,Fiona Apple,,,845336,6376735,"female vocalists, singer-songwriter, alternative"
Paper Bag,Fiona Apple,,,830172,10791897,"female vocalists, singer-songwriter, alternative"
I Want You To Love Me,Fiona Apple,,,529861,6634065,"female vocalists, singer-songwriter, alternative"
I Know,Fiona Apple,,,510337,5165784,"female vocalists, singer-songwriter, alternative"
Sleep to Dream,Fiona Apple,,,484433,3527013,"female vocalists, singer-songwriter, alternative"
Across the Universe,Fiona Apple,,,482903,4037571,"female vocalists, singer-songwriter, alternative"
Fast As You Can,Fiona Apple,,,454598,3764254,"female vocalists, singer-songwriter, alternative"
The First Taste,Fiona Apple,,,439465,4096816,"female vocalists, singer-songwriter, alternative"
Shadowboxer,Fiona Apple,,,436846,3165659,"female vocalists, singer-songwriter, alternative"
Get Gone,Fiona Apple,,,424918,4492632,"female vocalists, singer-songwriter, alternative"
Young,VACATIONS,,,916338,11867750,"indie, indie pop, indie rock"
Telephones,VACATIONS,,,904325,13560689,"indie, indie pop, indie rock"
Relax,VACATIONS,,,658931,5258419,"indie, indie pop, indie rock"
Home,VACATIONS,,,468160,3124935,"indie, indie pop, indie rock"
Honey,VACATIONS,,,439024,2818635,"indie, indie pop, indie rock"
Friends,VACATIONS,,,428081,2568885,"indie, indie pop, indie rock"
Away,VACATIONS,,,349810,1881375,"indie, indie pop, indie rock"
Next Exit,VACATIONS,,,263451,1426612,"indie, indie pop, indie rock"
Day Dreamin,VACATIONS,,,261066,1284422,"indie, indie pop, indie rock"
Moving Out,VACATIONS,,,157266,738940,"indie, indie pop, indie rock"
Wake Me Up,Avicii,,,1479640,13191893,"House, electronic, dance"
The Nights,Avicii,,,887674,8139520,"House, electronic, dance"
Hey Brother,Avicii,,,855139,6456484,"House, electronic, dance"
Waiting For Love,Avicii,,,776354,6248084,"House, electronic, dance"
Levels,Avicii,,,631684,4320300,"House, electronic, dance"
Addicted to You,Avicii,,,537862,3964197,"House, electronic, dance"
Levels - Radio Edit,Avicii,,,457319,2917341,"House, electronic, dance"
You Make Me,Avicii,,,420989,2810188,"House, electronic, dance"
Without You (feat. Sandro Cavazza),Avicii,,,381094,3386506,"House, electronic, dance"
Lonely Together (feat. Rita Ora),Avicii,,,295359,2338757,"House, electronic, dance"
"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,,,575493,9820337,"cloud rap, Hip-Hop, trap"
Kill Yourself (Part III),$uicideboy$,,,479225,9509220,"cloud rap, Hip-Hop, trap"
Paris,$uicideboy$,,,466248,7399286,"cloud rap, Hip-Hop, trap"
ANTARCTICA,$uicideboy$,,,390345,7809862,"cloud rap, Hip-Hop, trap"
Runnin' Thru The 7th With My Woadies,$uicideboy$,,,320963,5669609,"cloud rap, Hip-Hop, trap"
For The Last Time,$uicideboy$,,,311169,5223831,"cloud rap, Hip-Hop, trap"
My Flaws Burn Through My Skin Like Demonic Flames from Hell,$uicideboy$,,,291445,5555889,"cloud rap, Hip-Hop, trap"
1000 Blunts,$uicideboy$,,,286837,6048935,"cloud rap, Hip-Hop, trap"
Avalon,$uicideboy$,,,266226,5638621,"cloud rap, Hip-Hop, trap"
2nd Hand,$uicideboy$,,,263948,3896074,"cloud rap, Hip-Hop, trap"
psychO,Red Velvet,,,611577,12305815,"k-pop, Kpop, Korean"
Bad Boy,Red Velvet,,,549368,9089055,"k-pop, Kpop, Korean"
러시안 룰렛 Russian Roulette,Red Velvet,,,544361,8246931,"k-pop, Kpop, Korean"
Peek-A-Boo,Red Velvet,,,440677,5466564,"k-pop, Kpop, Korean"
Red Flavor,Red Velvet,,,355393,3892767,"k-pop, Kpop, Korean"
Feel My Rhythm,Red Velvet,,,316540,6279770,"k-pop, Kpop, Korean"
Queendom,Red Velvet,,,306916,5547676,"k-pop, Kpop, Korean"
Dumb Dumb,Red Velvet,,,288158,3876856,"k-pop, Kpop, Korean"
Ice Cream Cake,Red Velvet,,,258298,3174851,"k-pop, Kpop, Korean"
Zimzalabim,Red Velvet,,,248535,3477268,"k-pop, Kpop, Korean"
Sex on Fire,Kings of Leon,,,2367424,25391202,"rock, indie, indie rock"
Use Somebody,Kings of Leon,,,1935604,17710567,"rock, indie, indie rock"
Closer,Kings of Leon,,,1089997,9822803,"rock, indie, indie rock"
Revelry,Kings of Leon,,,813649,5558071,"rock, indie, indie rock"
Notion,Kings of Leon,,,775912,4946800,"rock, indie, indie rock"
Manhattan,Kings of Leon,,,775294,5254386,"rock, indie, indie rock"
Crawl,Kings of Leon,,,705809,4405477,"rock, indie, indie rock"
Be Somebody,Kings of Leon,,,690732,4253025,"rock, indie, indie rock"
I Want You,Kings of Leon,,,654719,3980289,"rock, indie, indie rock"
17,Kings of Leon,,,651502,3920846,"rock, indie, indie rock"
Shut up My Moms Calling,Hotel Ugly,,,1255373,17972879,"indie, soul, alternative"
Stevie Doesn't Wonder,Hotel Ugly,,,531332,4147333,"indie, soul, alternative"
Shut up My Moms Calling - (Sped Up),Hotel Ugly,,,473006,2982656,"indie, soul, alternative"
I Think I Left the Stove On,Hotel Ugly,,,392044,2674823,"indie, soul, alternative"
Is there free breakfast here?,Hotel Ugly,,,365784,2088360,"indie, soul, alternative"
Piggypink,Hotel Ugly,,,251322,1430585,"indie, soul, alternative"
Shut up My Moms Calling (Sped up),Hotel Ugly,,,250819,929084,"indie, soul, alternative"
The Ballad of Eddie Jabuley,Hotel Ugly,,,232295,1322812,"indie, soul, alternative"
The Mannequin Song,Hotel Ugly,,,206224,959531,"indie, soul, alternative"
Grandmother,Hotel Ugly,,,171462,687824,"indie, soul, alternative"
Stayin' Alive,Bee Gees,,,1248465,5994872,"Disco, pop, 70s"
More Than a Woman,Bee Gees,,,849856,4811081,"Disco, pop, 70s"
How Deep Is Your Love,Bee Gees,,,847421,5316676,"Disco, pop, 70s"
Stayin Alive,Bee Gees,,,548027,2892367,"Disco, pop, 70s"
"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,,,457170,2460702,"Disco, pop, 70s"
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,,,423184,1777659,"Disco, pop, 70s"
"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,,,378911,2743350,"Disco, pop, 70s"
You Should Be Dancing,Bee Gees,,,376918,1540260,"Disco, pop, 70s"
Tragedy,Bee Gees,,,335695,1806450,"Disco, pop, 70s"
To Love Somebody,Bee Gees,,,282888,1186507,"Disco, pop, 70s"
Habits (Stay High),Tove Lo,,,1135320,11313627,"pop, swedish, electronic"
Talking Body,Tove Lo,,,681684,6108900,"pop, swedish, electronic"
Stay High - Habits Remix,Tove Lo,,,411684,2935138,"pop, swedish, electronic"
Cool Girl,Tove Lo,,,363605,3414566,"pop, swedish, electronic"
Disco Tits,Tove Lo,,,316465,4221672,"pop, swedish, electronic"
NO oNe dIes fRom lOVE,Tove Lo,,,219866,3602298,"pop, swedish, electronic"
Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,,,181487,1128841,"pop, swedish, electronic"
Glad He's Gone,Tove Lo,,,181391,2252677,"pop, swedish, electronic"
2 Die 4,Tove Lo,,,173248,2560038,"pop, swedish, electronic"
Are U Gonna Tell Her? (feat. MC Zaac),Tove Lo,,,169640,2558554,"pop, swedish, electronic"
Chandelier,Sia,,,1223848,13520484,"female vocalists, chillout, indie"
Breathe Me,Sia,,,922933,8517816,"female vocalists, chillout, indie"
Snowman,Sia,,,832239,6149332,"female vocalists, chillout, indie"
Cheap Thrills,Sia,,,816207,7060696,"female vocalists, chillout, indie"
Elastic Heart,Sia,,,812807,7427000,"female vocalists, chillout, indie"
Unstoppable,Sia,,,534831,4744164,"female vocalists, chillout, indie"
The Greatest,Sia,,,421444,3234288,"female vocalists, chillout, indie"
"Genius (feat. Sia, Diplo, and Labrinth)",Sia,,,403900,3039642,"female vocalists, chillout, indie"
Cheap Thrills (feat. Sean Paul),Sia,,,343728,1814801,"female vocalists, chillout, indie"
Santa's Coming for Us,Sia,,,326217,1288634,"female vocalists, chillout, indie"
Freaks,Surf Curse,,,1278668,16926927,"Lo-Fi, Surf, Garage Rock"
Disco,Surf Curse,,,833534,7976628,"Lo-Fi, Surf, Garage Rock"
Goth Babe,Surf Curse,,,172155,1131609,"Lo-Fi, Surf, Garage Rock"
In My Head Till I'm Dead,Surf Curse,,,137490,786058,"Lo-Fi, Surf, Garage Rock"
I'm Not Making Out With You,Surf Curse,,,121214,764166,"Lo-Fi, Surf, Garage Rock"
Forever Dumb,Surf Curse,,,109576,687553,"Lo-Fi, Surf, Garage Rock"
Maps to the Stars,Surf Curse,,,96104,444714,"Lo-Fi, Surf, Garage Rock"
Heathers,Surf Curse,,,91751,584779,"Lo-Fi, Surf, Garage Rock"
Safe,Surf Curse,,,63999,239435,"Lo-Fi, Surf, Garage Rock"
Sugar,Surf Curse,,,60278,294684,"Lo-Fi, Surf, Garage Rock"
Young Dumb & Broke,Khalid,,,773035,6498580,"rnb, pop, soul"
LOCATION,Khalid,,,733091,6001404,"rnb, pop, soul"
Better,Khalid,,,608587,6635107,"rnb, pop, soul"
8TEEN,Khalid,,,501219,4702091,"rnb, pop, soul"
Love Lies (with Normani),Khalid,,,413655,3389539,"rnb, pop, soul"
Talk,Khalid,,,318600,2289343,"rnb, pop, soul"
Saturday Nights,Khalid,,,312688,2744224,"rnb, pop, soul"
Talk (feat. Disclosure),Khalid,,,306284,1736581,"rnb, pop, soul"
OTW,Khalid,,,289463,2499292,"rnb, pop, soul"
Coaster,Khalid,,,280498,2281921,"rnb, pop, soul"
I'm Not the Only One,Sam Smith,,,1091635,9562367,"soul, pop, british"
Stay with Me,Sam Smith,,,1078200,8628944,"soul, pop, british"
Unholy (feat. Kim Petras),Sam Smith,,,820165,9879803,"soul, pop, british"
Too Good at Goodbyes,Sam Smith,,,690246,5799001,"soul, pop, british"
Dancing With a Stranger (with Normani),Sam Smith,,,580857,5395141,"soul, pop, british"
Like I Can,Sam Smith,,,555328,4154484,"soul, pop, british"
Lay Me Down,Sam Smith,,,468916,3285562,"soul, pop, british"
Money on My Mind,Sam Smith,,,435301,2834763,"soul, pop, british"
How Do You Sleep?,Sam Smith,,,429675,4659986,"soul, pop, british"
Have Yourself a Merry Little Christmas,Sam Smith,,,358474,1159266,"soul, pop, british"
Blondie,Current Joys,,,759480,7945944,"indie, indie pop, indie rock"
Kids,Current Joys,,,738217,7133974,"indie, indie pop, indie rock"
New Flesh,Current Joys,,,731226,7106384,"indie, indie pop, indie rock"
Fear,Current Joys,,,485923,4216669,"indie, indie pop, indie rock"
Symphonia IX,Current Joys,,,386426,4009461,"indie, indie pop, indie rock"
Become the Warm Jets,Current Joys,,,315625,3301200,"indie, indie pop, indie rock"
A Different Age,Current Joys,,,261867,2139534,"indie, indie pop, indie rock"
Televisions,Current Joys,,,223449,1364030,"indie, indie pop, indie rock"
You Broke My Heart,Current Joys,,,157081,1134721,"indie, indie pop, indie rock"
My Blood,Current Joys,,,109202,581617,"indie, indie pop, indie rock"
Superstition,Stevie Wonder,,,971026,4741578,"soul, funk, motown"
Sir Duke,Stevie Wonder,,,830176,4989710,"soul, funk, motown"
Isn't She Lovely,Stevie Wonder,,,727510,3608695,"soul, funk, motown"
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,,,686145,3553271,"soul, funk, motown"
For Once in My Life,Stevie Wonder,,,669055,3290946,"soul, funk, motown"
Superstition - Single Version,Stevie Wonder,,,593690,3089278,"soul, funk, motown"
I Just Called to Say I Love You,Stevie Wonder,,,578446,2766465,"soul, funk, motown"
Higher Ground,Stevie Wonder,,,551404,2464793,"soul, funk, motown"
I Wish,Stevie Wonder,,,539307,2769499,"soul, funk, motown"
My Cherie Amour,Stevie Wonder,,,491095,2569638,"soul, funk, motown"
ceilings,Lizzy McAlpine,,,778094,14732893,"indie pop, folk, indie folk"
doomsday,Lizzy McAlpine,,,298912,4410855,"indie pop, folk, indie folk"
hate to be lame,Lizzy McAlpine,,,209764,1995389,"indie pop, folk, indie folk"
Pancakes for Dinner,Lizzy McAlpine,,,196968,1985404,"indie pop, folk, indie folk"
To the Mountains,Lizzy McAlpine,,,192827,1486903,"indie pop, folk, indie folk"
all my ghosts,Lizzy McAlpine,,,169814,2085217,"indie pop, folk, indie folk"
Means Something,Lizzy McAlpine,,,165415,1502013,"indie pop, folk, indie folk"
reckless driving,Lizzy McAlpine,,,151342,1772516,"indie pop, folk, indie folk"
Apple Pie,Lizzy McAlpine,,,140459,1391043,"indie pop, folk, indie folk"
Spring Into Summer,Lizzy McAlpine,,,136357,1480033,"indie pop, folk, indie folk"
September,"Earth, Wind & Fire",,,1804487,14052519,"funk, soul, Disco"
Let's Groove,"Earth, Wind & Fire",,,956082,5649246,"funk, soul, Disco"
Boogie Wonderland,"Earth, Wind & Fire",,,785616,4304105,"funk, soul, Disco"
Shining Star,"Earth, Wind & Fire",,,385232,1537521,"funk, soul, Disco"
Fantasy,"Earth, Wind & Fire",,,313092,1405563,"funk, soul, Disco"
After the Love Has Gone,"Earth, Wind & Fire",,,278687,1280586,"funk, soul, Disco"
Reasons,"Earth, Wind & Fire",,,212465,851286,"funk, soul, Disco"
That's the Way of the World,"Earth, Wind & Fire",,,189467,740571,"funk, soul, Disco"
Got to Get You into My Life,"Earth, Wind & Fire",,,149415,535956,"funk, soul, Disco"
Sing A Song,"Earth, Wind & Fire",,,147316,523936,"funk, soul, Disco"
Call Me Maybe,Carly Rae Jepsen,,,1889559,16275103,"pop, Canadian, female vocalists"
I Really Like You,Carly Rae Jepsen,,,662290,6184864,"pop, Canadian, female vocalists"
Run Away with Me,Carly Rae Jepsen,,,474506,7396764,"pop, Canadian, female vocalists"
Cut to the Feeling,Carly Rae Jepsen,,,245089,2659774,"pop, Canadian, female vocalists"
Your Type,Carly Rae Jepsen,,,234948,2936659,"pop, Canadian, female vocalists"
Emotion,Carly Rae Jepsen,,,226567,2718493,"pop, Canadian, female vocalists"
Gimmie Love,Carly Rae Jepsen,,,207876,2295170,"pop, Canadian, female vocalists"
Boy Problems,Carly Rae Jepsen,,,204572,2400220,"pop, Canadian, female vocalists"
All That,Carly Rae Jepsen,,,199286,1932479,"pop, Canadian, female vocalists"
The Loneliest Time (feat. Rufus Wainwright),Carly Rae Jepsen,,,185351,2163762,"pop, Canadian, female vocalists"
Eyes Without a Face,Billy Idol,,,1023197,10795693,"rock, 80s, new wave"
Rebel Yell,Billy Idol,,,871284,6380497,"rock, 80s, new wave"
Dancing With Myself,Billy Idol,,,553300,3072028,"rock, 80s, new wave"
White Wedding,Billy Idol,,,469239,2264856,"rock, 80s, new wave"
White Wedding - Pt. 1,Billy Idol,,,377863,2133081,"rock, 80s, new wave"
Mony Mony,Billy Idol,,,216844,846078,"rock, 80s, new wave"
Sweet Sixteen,Billy Idol,,,181239,848634,"rock, 80s, new wave"
Flesh for Fantasy,Billy Idol,,,176287,828628,"rock, 80s, new wave"
Hot In The City,Billy Idol,,,174177,685596,"rock, 80s, new wave"
Cradle Of Love,Billy Idol,,,129857,541532,"rock, 80s, new wave"
1539 N. Calvert,JPEGMAFIA,,,542251,9397193,"Hip-Hop, glitch hop, seen live"
BALD!,JPEGMAFIA,,,434704,6163644,"Hip-Hop, glitch hop, seen live"
HAZARD DUTY PAY!,JPEGMAFIA,,,333477,5984640,"Hip-Hop, glitch hop, seen live"
Lean Beef Patty,JPEGMAFIA,,,330721,4438572,"Hip-Hop, glitch hop, seen live"
Baby I'm Bleeding,JPEGMAFIA,,,313025,4625726,"Hip-Hop, glitch hop, seen live"
"Jesus Forgive Me, I Am A Thot",JPEGMAFIA,,,284060,3929066,"Hip-Hop, glitch hop, seen live"
WHAT KIND OF RAPPIN' IS THIS?,JPEGMAFIA,,,282407,2985094,"Hip-Hop, glitch hop, seen live"
either on or off the drugs,JPEGMAFIA,,,261985,3384485,"Hip-Hop, glitch hop, seen live"
OG!,JPEGMAFIA,,,257341,2339068,"Hip-Hop, glitch hop, seen live"
Scaring The Hoes,JPEGMAFIA,,,255780,2547778,"Hip-Hop, glitch hop, seen live"
Always Forever,Cults,,,1238196,14111874,"indie pop, Lo-Fi, experimental"
Gilded Lily,Cults,,,696679,7971688,"indie pop, Lo-Fi, experimental"
Go Outside,Cults,,,494167,3019023,"indie pop, Lo-Fi, experimental"
TV Dream,Cults,,,339185,1346540,"indie pop, Lo-Fi, experimental"
You Know What I Mean,Cults,,,316842,1860224,"indie pop, Lo-Fi, experimental"
Abducted,Cults,,,261865,1635376,"indie pop, Lo-Fi, experimental"
Bad Things,Cults,,,253529,1334402,"indie pop, Lo-Fi, experimental"
Monolithic,Cults,,,229187,1177715,"indie pop, Lo-Fi, experimental"
Most Wanted,Cults,,,182318,924313,"indie pop, Lo-Fi, experimental"
Never Saw The Point,Cults,,,164312,802311,"indie pop, Lo-Fi, experimental"
Hotel California,Eagles,,,1269275,7909650,"classic rock, rock, 70s"
Hotel California - 2013 Remaster,Eagles,,,1036463,9338003,"classic rock, rock, 70s"
Take It Easy,Eagles,,,481935,2310939,"classic rock, rock, 70s"
Take It Easy - 2013 Remaster,Eagles,,,422609,3139238,"classic rock, rock, 70s"
Desperado,Eagles,,,374986,1671613,"classic rock, rock, 70s"
Please Come Home for Christmas - 2013 Remaster,Eagles,,,332057,1030085,"classic rock, rock, 70s"
One of These Nights - 2013 Remaster,Eagles,,,315986,2351904,"classic rock, rock, 70s"
Life in the Fast Lane,Eagles,,,314599,1301763,"classic rock, rock, 70s"
New Kid in Town,Eagles,,,284694,1145698,"classic rock, rock, 70s"
Tequila Sunrise,Eagles,,,282356,1176227,"classic rock, rock, 70s"
back to friends,Sombr,,,197864,1560743,"indie, alternative, noise"
would've been you,Sombr,,,173027,1336753,"indie, alternative, noise"
do i ever cross your mind,Sombr,,,127686,803029,"indie, alternative, noise"
undressed,Sombr,,,110579,532605,"indie, alternative, noise"
caroline,Sombr,,,82811,607365,"indie, alternative, noise"
i don't know you anymore,Sombr,,,63368,385411,"indie, alternative, noise"
makes me want you,Sombr,,,31073,146700,"indie, alternative, noise"
never find u,Sombr,,,29651,157544,"indie, alternative, noise"
weak,Sombr,,,28241,170623,"indie, alternative, noise"
willow,Sombr,,,26356,147396,"indie, alternative, noise"
Ain't No Mountain High Enough,Marvin Gaye,,,1282751,8757810,"soul, motown, funk"
What's Going On,Marvin Gaye,,,927237,5598726,"soul, motown, funk"
I Heard It Through the Grapevine,Marvin Gaye,,,822181,3956172,"soul, motown, funk"
Sexual Healing,Marvin Gaye,,,760623,3441576,"soul, motown, funk"
Let's Get It On,Marvin Gaye,,,756026,3531588,"soul, motown, funk"
Mercy Mercy Me (The Ecology),Marvin Gaye,,,631940,3444836,"soul, motown, funk"
Inner City Blues (Make Me Wanna Holler),Marvin Gaye,,,438473,1967685,"soul, motown, funk"
What's Happening Brother,Marvin Gaye,,,346127,1695220,"soul, motown, funk"
I Want You,Marvin Gaye,,,318581,1777515,"soul, motown, funk"
God Is Love,Marvin Gaye,,,287661,1163054,"soul, motown, funk"
Latch,Disclosure,,,698484,6221499,"electronic, seen live, UK Garage"
Latch (feat. Sam Smith),Disclosure,,,604243,5269099,"electronic, seen live, UK Garage"
Magnets,Disclosure,,,360171,2941914,"electronic, seen live, UK Garage"
When a Fire Starts to Burn,Disclosure,,,328974,2040893,"electronic, seen live, UK Garage"
You & Me - Flume Remix,Disclosure,,,320496,2454260,"electronic, seen live, UK Garage"
You & Me (Flume remix),Disclosure,,,309212,2151752,"electronic, seen live, UK Garage"
White Noise (feat. AlunaGeorge),Disclosure,,,305887,2100168,"electronic, seen live, UK Garage"
F for You,Disclosure,,,294800,1894389,"electronic, seen live, UK Garage"
Help Me Lose My Mind (feat. London Grammar),Disclosure,,,287145,1958695,"electronic, seen live, UK Garage"
Omen - Radio Edit,Disclosure,,,211437,1069783,"electronic, seen live, UK Garage"
Slut Me Out,NLE Choppa,,,437397,4333645,"trap, rap, Hip-Hop"
Camelot,NLE Choppa,,,330860,3307701,"trap, rap, Hip-Hop"
Walk Em Down (feat. Roddy Ricch),NLE Choppa,,,323296,2947322,"trap, rap, Hip-Hop"
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,,,226434,2013769,"trap, rap, Hip-Hop"
Gang Baby,NLE Choppa,,,223550,2137351,"trap, rap, Hip-Hop"
SLUT ME OUT 2,NLE Choppa,,,218309,1856586,"trap, rap, Hip-Hop"
Capo,NLE Choppa,,,184916,2239042,"trap, rap, Hip-Hop"
Or What,NLE Choppa,,,184269,1777283,"trap, rap, Hip-Hop"
PISTOL PACCIN,NLE Choppa,,,172844,1096909,"trap, rap, Hip-Hop"
Shotta Flow,NLE Choppa,,,164248,1266875,"trap, rap, Hip-Hop"
So What,P!nk,,,1256356,8181994,"pop, pop rock, female vocalists"
Raise Your Glass,P!nk,,,769970,5479000,"pop, pop rock, female vocalists"
Who Knew,P!nk,,,673140,4672289,"pop, pop rock, female vocalists"
Get the Party Started,P!nk,,,655844,2725395,"pop, pop rock, female vocalists"
Try,P!nk,,,655386,5492905,"pop, pop rock, female vocalists"
Just Give Me a Reason (feat. Nate Ruess),P!nk,,,617473,4315282,"pop, pop rock, female vocalists"
Sober,P!nk,,,531269,4105596,"pop, pop rock, female vocalists"
Please Don't Leave Me,P!nk,,,512143,3498188,"pop, pop rock, female vocalists"
Stupid Girls,P!nk,,,461278,2279458,"pop, pop rock, female vocalists"
Just Like a Pill,P!nk,,,436727,2669584,"pop, pop rock, female vocalists"
Wait a Minute!,Willow,,,1160042,13458080,"post-rock, pop, rnb"
t r a n s p a r e n t s o u l feat. Travis Barker,Willow,,,637041,6812225,"post-rock, pop, rnb"
Time Machine,Willow,,,514705,4564523,"post-rock, pop, rnb"
"Female Energy, Part 2",Willow,,,351616,2952152,"post-rock, pop, rnb"
9,Willow,,,301225,2004401,"post-rock, pop, rnb"
Marceline,Willow,,,256654,1773188,"post-rock, pop, rnb"
Whip My Hair,Willow,,,196914,1063948,"post-rock, pop, rnb"
symptom of life,Willow,,,182267,1249319,"post-rock, pop, rnb"
<maybe> it's my fault,Willow,,,165194,1308695,"post-rock, pop, rnb"
Overthinking IT,Willow,,,130476,1043586,"post-rock, pop, rnb"
I like the way you kiss me,Artemas,,,959781,12615969,"pop, british, rnb"
if u think i'm pretty,Artemas,,,619563,6528075,"pop, british, rnb"
cross my heart,Artemas,,,211840,1506903,"pop, british, rnb"
dirty little secret,Artemas,,,117249,667338,"pop, british, rnb"
how could u love somebody like me?,Artemas,,,98747,570559,"pop, british, rnb"
ur special to me,Artemas,,,83974,500611,"pop, british, rnb"
wet dreams,Artemas,,,83665,545787,"pop, british, rnb"
just want u to feel something,Artemas,,,70901,457951,"pop, british, rnb"
You Were a Dream,Artemas,,,62575,399426,"pop, british, rnb"
i like the way you kiss me - burnt,Artemas,,,57439,355816,"pop, british, rnb"
Seven (feat. Latto) (Explicit Ver.),Jung Kook,,,665630,69593098,"k-pop, pop, Korean"
Standing Next To You,Jung Kook,,,532724,147016647,"k-pop, pop, Korean"
3D (feat. Jack Harlow),Jung Kook,,,477001,47838281,"k-pop, pop, Korean"
Still With You,Jung Kook,,,373539,15305077,"k-pop, pop, Korean"
Stay Alive (Prod. SUGA of BTS),Jung Kook,,,307678,41268748,"k-pop, pop, Korean"
Seven (feat. Latto),Jung Kook,,,293512,34578700,"k-pop, pop, Korean"
Yes or No,Jung Kook,,,268177,17082999,"k-pop, pop, Korean"
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,,,266107,30690149,"k-pop, pop, Korean"
Seven (feat. Latto) (Clean Ver.),Jung Kook,,,225460,49664073,"k-pop, pop, Korean"
Closer to You (feat. Major Lazer),Jung Kook,,,213173,9590608,"k-pop, pop, Korean"
God’s Menu,STRAY KIDS,,,428657,10346289,"k-pop, pop, Kpop"
MANIAC,STRAY KIDS,,,340405,9105821,"k-pop, pop, Kpop"
Back Door,STRAY KIDS,,,318591,6477936,"k-pop, pop, Kpop"
Thunderous,STRAY KIDS,,,281904,7287828,"k-pop, pop, Kpop"
MIROH,STRAY KIDS,,,269897,5569264,"k-pop, pop, Kpop"
CASE 143,STRAY KIDS,,,264333,6385741,"k-pop, pop, Kpop"
S-Class,STRAY KIDS,,,247477,7751289,"k-pop, pop, Kpop"
LALALALA,STRAY KIDS,,,237099,7579887,"k-pop, pop, Kpop"
Chk Chk Boom,STRAY KIDS,,,230184,7907664,"k-pop, pop, Kpop"
"Red Lights (Bang Chan, Hyunjin)",STRAY KIDS,,,215040,4558247,"k-pop, pop, Kpop"
How you like that,BLACKPINK,,,717702,24480165,"k-pop, Kpop, pop"
KILL THIS LOVE,BLACKPINK,,,665387,11985116,"k-pop, Kpop, pop"
DDU-DU DDU-DU,BLACKPINK,,,615198,10825423,"k-pop, Kpop, pop"
Pink Venom,BLACKPINK,,,596959,22043648,"k-pop, Kpop, pop"
Lovesick Girls,BLACKPINK,,,565724,15131877,"k-pop, Kpop, pop"
Shut Down,BLACKPINK,,,561824,18191353,"k-pop, Kpop, pop"
AS IF IT'S YOUR LAST,BLACKPINK,,,554143,9948093,"k-pop, Kpop, pop"
BOOMBAYAH,BLACKPINK,,,525606,8140453,"k-pop, Kpop, pop"
Pretty Savage,BLACKPINK,,,522540,10754409,"k-pop, Kpop, pop"
Ice Cream (with Selena Gomez),BLACKPINK,,,484750,9677240,"k-pop, Kpop, pop"
Between the Bars,Elliott Smith,,,1128889,15122390,"singer-songwriter, indie, folk"
Say Yes,Elliott Smith,,,835188,9957431,"singer-songwriter, indie, folk"
Angeles,Elliott Smith,,,798309,7623836,"singer-songwriter, indie, folk"
Needle in the Hay,Elliott Smith,,,647754,6300115,"singer-songwriter, indie, folk"
Ballad of Big Nothing,Elliott Smith,,,613236,6700699,"singer-songwriter, indie, folk"
Somebody That I Used To Know,Elliott Smith,,,575944,4563226,"singer-songwriter, indie, folk"
Waltz #2 (XO),Elliott Smith,,,568157,5088215,"singer-songwriter, indie, folk"
Speed Trials,Elliott Smith,,,535886,5305624,"singer-songwriter, indie, folk"
Alameda,Elliott Smith,,,490889,4631544,"singer-songwriter, indie, folk"
Son Of Sam,Elliott Smith,,,482005,3494407,"singer-songwriter, indie, folk"
Take Me Out,Franz Ferdinand,,,2601539,23870791,"indie, indie rock, rock"
Do You Want To,Franz Ferdinand,,,956973,6061019,"indie, indie rock, rock"
This Fire,Franz Ferdinand,,,853514,4657642,"indie, indie rock, rock"
No You Girls,Franz Ferdinand,,,797903,5743753,"indie, indie rock, rock"
Jacqueline,Franz Ferdinand,,,707101,3534961,"indie, indie rock, rock"
Tell Her Tonight,Franz Ferdinand,,,671017,3141939,"indie, indie rock, rock"
Ulysses,Franz Ferdinand,,,659960,4685341,"indie, indie rock, rock"
Darts of Pleasure,Franz Ferdinand,,,655609,3229894,"indie, indie rock, rock"
Michael,Franz Ferdinand,,,643728,3457400,"indie, indie rock, rock"
Walk Away,Franz Ferdinand,,,639074,3810439,"indie, indie rock, rock"
"Me, Myself & I",G-Eazy,,,610494,4663642,"Hip-Hop, rap, hip hop"
Him & I (with Halsey),G-Eazy,,,442980,3595848,"Hip-Hop, rap, hip hop"
Tumblr Girls (feat. Christoph Andersson),G-Eazy,,,367201,5250783,"Hip-Hop, rap, hip hop"
No Limit,G-Eazy,,,279077,1995569,"Hip-Hop, rap, hip hop"
Lady Killers II,G-Eazy,,,226813,1807185,"Hip-Hop, rap, hip hop"
I Mean It (feat. Remo),G-Eazy,,,156808,1176579,"Hip-Hop, rap, hip hop"
Still Be Friends (feat. Tory Lanez & Tyga),G-Eazy,,,138425,1091714,"Hip-Hop, rap, hip hop"
